battle_id,battle_date,venue_id,battle_format,trainer_home_id,trainer_away_id,home_team_size,away_team_size,trainer_winner_id,trainer_loser_id,winning_side,battle_turns,winning_margin,title_match_flag,weather_condition,attendance
B001990,2024-05-24,V013,doubles,T0030,T0110,2,2,T0110,T0030,away,11,78.47,0,Glittering,1658
B001991,2025-04-22,V045,singles,T0100,T0121,1,1,T0100,T0121,home,12,61.7,0,Odd Aura,421
B001992,2025-11-11,V017,doubles,T0121,T0074,2,2,T0121,T0074,home,13,553.19,0,Clear,467
B001993,2024-08-09,V010,singles,T0127,T0085,1,1,T0085,T0127,away,13,278.57,0,Thunderstorm,666
B001994,2024-04-26,V004,singles,T0155,T0149,1,1,T0149,T0155,away,12,16.23,0,Moonless,577
B001995,2024-04-19,V035,triples,T0073,T0159,3,3,T0159,T0073,away,13,78.79,0,Hail,250
B001996,2024-01-28,V046,doubles,T0007,T0108,2,2,T0108,T0007,away,24,310.84,1,Sandstorm,527
B001997,2025-05-24,V034,triples,T0143,T0050,3,3,T0050,T0143,away,10,459.9,0,Hail,1610
B001998,2025-09-16,V021,doubles,T0015,T0010,2,1,T0015,T0010,home,16,771.31,0,Harsh Sun,244
B001999,2025-07-29,V037,doubles,T0013,T0128,2,2,T0013,T0128,home,13,142.96,0,Clear,1228
B002000,2025-06-02,V048,triples,T0160,T0169,3,3,T0169,T0160,away,24,200.39,1,Sandstorm,2500
B002001,2025-05-02,V038,triples,T0109,T0174,3,3,T0174,T0109,away,17,383.49,0,Clear,963
B002002,2026-02-15,V012,doubles,T0128,T0154,2,2,T0128,T0154,home,14,511.13,0,Thunderstorm,1114
B002003,2026-02-24,V014,singles,T0156,T0110,1,1,T0110,T0156,away,8,48.22,0,Glittering,1480
B002004,2024-02-22,V005,doubles,T0013,T0016,2,2,T0013,T0016,home,16,499.39,0,Moonless,1107
B002005,2024-11-06,V016,doubles,T0101,T0085,2,2,T0101,T0085,home,10,248.0,0,Clear,137
B002006,2025-07-25,V019,singles,T0177,T0019,1,1,T0019,T0177,away,8,17.42,0,Harsh Sun,1193
B002007,2025-12-20,V023,triples,T0115,T0152,3,3,T0152,T0115,away,16,107.44,0,Windy,1270
B002008,2025-11-18,V010,doubles,T0095,T0167,2,2,T0095,T0167,home,10,146.42,0,Thunderstorm,615
B002009,2025-09-08,V029,triples,T0040,T0145,3,3,T0040,T0145,home,24,602.26,1,Sunny,496
B002010,2025-09-26,V047,singles,T0076,T0050,1,1,T0076,T0050,home,10,20.17,0,Sandstorm,362
B002011,2025-09-22,V025,doubles,T0122,T0161,2,2,T0161,T0122,away,14,292.03,0,Fog,1296
B002012,2025-01-08,V009,singles,T0148,T0165,1,1,T0148,T0165,home,11,137.53,0,High Winds,1840
B002013,2025-02-19,V037,doubles,T0147,T0149,2,2,T0147,T0149,home,13,248.04,0,Clear,1022
B002014,2024-03-04,V003,singles,T0050,T0130,1,1,T0130,T0050,away,14,133.77,0,Breezy,567
B002015,2024-11-22,V015,singles,T0095,T0154,1,1,T0095,T0154,home,6,50.78,0,Glittering,141
B002016,2026-02-19,V036,singles,T0082,T0073,1,1,T0082,T0073,home,14,3.05,0,Hail,762
B002017,2024-04-01,V003,doubles,T0056,T0063,2,2,T0063,T0056,away,12,3.98,0,Breezy,652
B002018,2024-08-24,V014,triples,T0088,T0079,3,3,T0088,T0079,home,21,109.93,1,Glittering,1480
B002019,2026-03-27,V031,doubles,T0101,T0080,2,2,T0101,T0080,home,7,247.95,0,Dusty,411
B002020,2024-12-15,V023,doubles,T0162,T0072,2,2,T0162,T0072,home,21,95.28,1,Windy,1204
B002021,2025-05-11,V050,triples,T0012,T0063,3,3,T0063,T0012,away,14,493.26,0,Overcast,177
B002022,2025-11-10,V053,singles,T0170,T0095,1,1,T0095,T0170,away,11,11.98,0,Rain,427
B002023,2025-11-15,V022,triples,T0164,T0002,3,3,T0002,T0164,away,14,345.59,0,Windy,1292
B002024,2024-05-09,V040,triples,T0126,T0102,3,3,T0126,T0102,home,13,60.21,0,Smog,257
B002025,2025-11-14,V022,doubles,T0107,T0087,2,2,T0107,T0087,home,18,48.09,0,Windy,1030
B002026,2026-01-28,V019,singles,T0175,T0008,1,1,T0175,T0008,home,11,72.71,0,Harsh Sun,741
B002027,2025-11-22,V007,singles,T0166,T0019,1,1,T0019,T0166,away,9,10.49,0,High Winds,1505
B002028,2024-04-20,V036,singles,T0103,T0036,1,1,T0103,T0036,home,12,248.32,0,Hail,751
B002029,2025-06-24,V025,singles,T0037,T0117,1,1,T0117,T0037,away,9,134.29,0,Fog,924
B002030,2025-05-24,V045,singles,T0049,T0119,1,1,T0049,T0119,home,12,43.92,0,Odd Aura,517
B002031,2025-08-12,V036,singles,T0108,T0048,1,1,T0108,T0048,home,10,126.63,0,Hail,831
B002032,2025-07-24,V015,doubles,T0126,T0102,2,2,T0126,T0102,home,16,583.6,0,Glittering,141
B002033,2026-01-10,V032,singles,T0089,T0124,1,1,T0089,T0124,home,18,70.1,0,Dusty,1211
B002034,2024-07-21,V046,doubles,T0107,T0004,2,2,T0107,T0004,home,11,238.88,0,Sandstorm,503
B002035,2025-01-08,V051,singles,T0102,T0071,1,1,T0071,T0102,away,9,42.4,0,Overcast,628
B002036,2026-02-18,V044,doubles,T0066,T0009,2,2,T0066,T0009,home,18,306.54,0,Odd Aura,1518
B002037,2024-05-17,V035,singles,T0075,T0009,1,1,T0009,T0075,away,10,259.63,0,Hail,278
B002038,2026-02-18,V031,doubles,T0076,T0038,2,2,T0076,T0038,home,11,455.07,0,Dusty,408
B002039,2025-12-13,V007,singles,T0168,T0144,1,1,T0168,T0144,home,7,33.43,0,High Winds,1197
B002040,2025-05-27,V033,doubles,T0176,T0044,2,2,T0176,T0044,home,4,17.04,0,Dusty,1693
B002041,2025-09-21,V017,singles,T0009,T0015,1,1,T0015,T0009,away,7,38.83,0,Clear,786
B002042,2024-12-08,V041,singles,T0168,T0045,1,1,T0045,T0168,away,4,36.82,0,Smog,504
B002043,2025-05-28,V019,singles,T0165,T0139,1,1,T0165,T0139,home,10,66.79,0,Harsh Sun,1307
B002044,2025-11-25,V013,triples,T0064,T0042,3,3,T0042,T0064,away,15,263.54,0,Glittering,1788
B002045,2025-06-26,V043,triples,T0144,T0153,3,3,T0144,T0153,home,24,93.37,1,Odd Aura,1181
B002046,2025-11-21,V015,singles,T0136,T0036,1,1,T0136,T0036,home,13,82.53,0,Glittering,143
B002047,2025-01-09,V021,triples,T0083,T0047,3,3,T0083,T0047,home,13,270.94,0,Harsh Sun,302
B002048,2025-06-29,V020,singles,T0120,T0026,1,1,T0120,T0026,home,9,153.83,0,Harsh Sun,1528
B002049,2024-01-12,V019,singles,T0043,T0059,1,1,T0043,T0059,home,8,68.05,0,Harsh Sun,1104
B002050,2025-09-11,V045,doubles,T0009,T0121,2,2,T0009,T0121,home,15,134.8,0,Odd Aura,497
B002051,2025-12-21,V034,singles,T0014,T0028,1,1,T0028,T0014,away,5,89.98,0,Hail,1506
B002052,2026-02-13,V051,doubles,T0132,T0168,2,2,T0168,T0132,away,16,133.28,0,Overcast,496
B002053,2026-03-12,V043,doubles,T0150,T0093,2,2,T0150,T0093,home,10,125.92,0,Odd Aura,860
B002054,2025-11-28,V010,singles,T0013,T0009,1,1,T0013,T0009,home,10,69.3,0,Thunderstorm,693
B002055,2025-01-08,V048,doubles,T0119,T0053,2,2,T0119,T0053,home,14,349.33,0,Sandstorm,1938
B002056,2025-06-27,V021,triples,T0010,T0085,3,3,T0010,T0085,home,18,387.04,0,Harsh Sun,180
B002057,2025-02-08,V037,doubles,T0118,T0083,2,2,T0118,T0083,home,19,77.31,1,Clear,1060
B002058,2025-12-11,V018,triples,T0002,T0148,3,3,T0148,T0002,away,13,215.87,0,Clear,1232
B002059,2025-08-04,V029,doubles,T0098,T0145,2,2,T0145,T0098,away,13,99.4,0,Sunny,428
B002060,2025-09-26,V006,doubles,T0153,T0114,2,2,T0114,T0153,away,15,23.09,0,Moonless,490
B002061,2025-12-24,V050,singles,T0054,T0016,1,1,T0016,T0054,away,4,170.93,0,Overcast,153
B002062,2024-06-17,V019,doubles,T0143,T0092,2,2,T0143,T0092,home,13,372.89,0,Harsh Sun,995
B002063,2024-10-10,V005,singles,T0082,T0032,1,1,T0032,T0082,away,11,5.1,0,Moonless,1052
B002064,2024-10-31,V051,singles,T0095,T0173,1,1,T0095,T0173,home,4,166.64,0,Overcast,459
B002065,2024-08-06,V030,doubles,T0078,T0129,2,2,T0129,T0078,away,12,158.51,0,Sunny,739
B002066,2024-06-07,V007,doubles,T0137,T0129,2,2,T0129,T0137,away,10,240.05,0,High Winds,1315
B002067,2025-11-30,V040,singles,T0036,T0052,1,1,T0036,T0052,home,10,229.6,0,Smog,270
B002068,2024-01-15,V010,singles,T0168,T0144,1,1,T0144,T0168,away,8,7.98,0,Thunderstorm,584
B002069,2024-02-29,V022,doubles,T0020,T0146,2,2,T0020,T0146,home,16,13.83,0,Windy,950
B002070,2025-06-07,V031,doubles,T0060,T0055,2,2,T0055,T0060,away,10,223.84,0,Dusty,431
B002071,2024-10-15,V033,doubles,T0111,T0076,2,2,T0111,T0076,home,11,139.81,0,Dusty,1728
B002072,2026-01-13,V023,singles,T0127,T0048,1,1,T0127,T0048,home,4,34.55,0,Windy,1182
B002073,2025-10-03,V052,singles,T0136,T0141,1,1,T0136,T0141,home,14,128.41,0,Rain,589
B002074,2024-02-28,V049,triples,T0151,T0083,3,3,T0151,T0083,home,9,272.96,0,Overcast,693
B002075,2025-06-30,V033,doubles,T0052,T0129,2,2,T0129,T0052,away,14,158.99,0,Dusty,1789
B002076,2025-06-22,V051,singles,T0100,T0008,1,1,T0100,T0008,home,12,169.29,0,Overcast,497
B002077,2025-09-16,V008,triples,T0176,T0093,3,3,T0093,T0176,away,22,29.68,0,High Winds,361
B002078,2025-03-09,V051,doubles,T0117,T0135,2,2,T0117,T0135,home,8,495.68,0,Overcast,389
B002079,2024-06-11,V042,doubles,T0024,T0107,2,2,T0107,T0024,away,14,157.94,0,Smog,794
B002080,2025-04-20,V025,singles,T0150,T0017,1,1,T0150,T0017,home,13,192.21,0,Fog,986
B002081,2024-05-15,V047,triples,T0161,T0008,3,3,T0008,T0161,away,16,154.84,0,Sandstorm,400
B002082,2024-03-30,V044,doubles,T0082,T0140,2,2,T0082,T0140,home,14,49.07,0,Odd Aura,1481
B002083,2025-01-26,V041,singles,T0167,T0071,1,1,T0071,T0167,away,8,104.89,0,Smog,613
B002084,2025-08-14,V022,triples,T0103,T0155,3,3,T0155,T0103,away,9,142.86,0,Windy,1374
B002085,2024-11-29,V054,singles,T0058,T0048,1,1,T0058,T0048,home,5,15.59,0,Rain,671
B002086,2025-04-24,V005,singles,T0164,T0153,1,1,T0153,T0164,away,10,315.12,0,Moonless,1233
B002087,2024-06-27,V011,singles,T0129,T0048,1,1,T0048,T0129,away,7,108.55,0,Thunderstorm,164
B002088,2024-03-17,V040,singles,T0106,T0079,1,2,T0079,T0106,away,7,309.4,0,Smog,249
B002089,2025-06-19,V021,triples,T0152,T0156,3,3,T0152,T0156,home,14,127.3,0,Harsh Sun,241
B002090,2025-05-24,V041,singles,T0134,T0095,1,1,T0095,T0134,away,5,182.43,0,Smog,902
B002091,2024-08-24,V027,doubles,T0180,T0160,2,2,T0160,T0180,away,14,111.36,0,Fog,667
B002092,2025-05-25,V009,doubles,T0167,T0005,2,2,T0005,T0167,away,12,529.79,0,High Winds,1778
B002093,2024-07-17,V012,triples,T0129,T0087,3,3,T0129,T0087,home,14,268.6,0,Thunderstorm,1049
B002094,2024-10-21,V012,triples,T0104,T0069,3,3,T0069,T0104,away,10,50.32,0,Thunderstorm,903
B002095,2025-10-24,V027,singles,T0026,T0045,1,1,T0045,T0026,away,18,18.0,0,Fog,641
B002096,2024-10-29,V007,doubles,T0039,T0099,2,2,T0099,T0039,away,23,142.75,1,High Winds,1388
B002097,2024-11-28,V026,triples,T0150,T0032,3,3,T0032,T0150,away,24,177.51,1,Fog,839
B002098,2024-04-24,V019,doubles,T0141,T0060,2,3,T0060,T0141,away,11,291.86,0,Harsh Sun,711
B002099,2025-09-12,V017,triples,T0003,T0069,3,3,T0069,T0003,away,20,216.54,1,Clear,828
B002100,2024-04-01,V042,triples,T0148,T0048,3,3,T0148,T0048,home,21,138.39,1,Smog,595
B002101,2025-11-05,V010,doubles,T0006,T0159,2,1,T0006,T0159,home,9,651.57,0,Thunderstorm,379
B002102,2025-10-09,V034,singles,T0149,T0105,1,1,T0105,T0149,away,8,28.41,0,Hail,1637
B002103,2024-02-18,V026,doubles,T0049,T0039,2,2,T0049,T0039,home,24,134.25,1,Fog,878
B002104,2024-11-29,V045,singles,T0118,T0065,1,1,T0065,T0118,away,4,187.29,0,Odd Aura,614
B002105,2024-03-18,V033,triples,T0004,T0145,3,3,T0145,T0004,away,13,61.13,0,Dusty,1909
B002106,2025-01-03,V022,doubles,T0164,T0071,2,2,T0071,T0164,away,13,40.95,0,Windy,1055
B002107,2025-09-22,V004,doubles,T0169,T0168,2,2,T0169,T0168,home,16,6.04,0,Moonless,725
B002108,2024-04-15,V019,triples,T0020,T0002,3,3,T0020,T0002,home,14,295.41,0,Harsh Sun,1077
B002109,2025-07-03,V045,singles,T0009,T0036,1,1,T0009,T0036,home,12,203.7,0,Odd Aura,567
B002110,2024-04-27,V001,singles,T0076,T0025,1,1,T0025,T0076,away,5,34.16,0,Breezy,549
B002111,2024-12-26,V030,doubles,T0014,T0046,2,2,T0046,T0014,away,15,80.14,0,Sunny,791
B002112,2024-10-18,V003,singles,T0175,T0145,1,1,T0175,T0145,home,12,115.78,0,Breezy,438
B002113,2025-09-30,V044,singles,T0006,T0055,1,1,T0006,T0055,home,7,232.19,0,Odd Aura,1536
B002114,2024-11-29,V009,doubles,T0064,T0070,2,2,T0064,T0070,home,14,112.22,0,High Winds,2287
B002115,2025-04-22,V014,doubles,T0128,T0031,2,2,T0128,T0031,home,16,430.39,0,Glittering,1618
B002116,2025-01-23,V008,doubles,T0095,T0004,2,2,T0095,T0004,home,11,369.95,0,High Winds,323
B002117,2025-01-31,V050,triples,T0180,T0136,3,3,T0136,T0180,away,24,127.16,1,Overcast,175
B002118,2024-02-19,V054,singles,T0017,T0131,1,1,T0017,T0131,home,13,289.67,0,Rain,586
B002119,2025-06-04,V026,singles,T0010,T0078,1,1,T0078,T0010,away,4,137.27,0,Fog,682
B002120,2025-02-09,V021,triples,T0081,T0114,3,3,T0081,T0114,home,11,15.52,0,Harsh Sun,216
B002121,2024-12-24,V034,singles,T0026,T0062,1,1,T0062,T0026,away,4,45.06,0,Hail,1442
B002122,2024-05-18,V030,doubles,T0079,T0007,2,2,T0007,T0079,away,17,17.58,1,Sunny,736
B002123,2025-03-06,V042,doubles,T0116,T0073,2,2,T0116,T0073,home,15,255.97,0,Smog,424
B002124,2024-03-13,V048,doubles,T0163,T0005,2,2,T0005,T0163,away,11,16.8,0,Sandstorm,2052
B002125,2024-07-26,V005,singles,T0078,T0091,1,1,T0078,T0091,home,7,66.97,0,Moonless,1089
B002126,2025-07-07,V024,singles,T0135,T0017,1,1,T0135,T0017,home,9,165.15,0,Windy,706
B002127,2025-06-07,V054,doubles,T0107,T0166,2,1,T0107,T0166,home,12,815.11,0,Rain,425
B002128,2024-08-04,V015,doubles,T0147,T0074,2,2,T0147,T0074,home,13,284.43,0,Glittering,197
B002129,2024-08-15,V037,triples,T0087,T0138,3,3,T0138,T0087,away,14,36.26,0,Clear,1068
B002130,2024-04-18,V007,singles,T0083,T0046,1,1,T0046,T0083,away,8,9.11,0,High Winds,1281
B002131,2025-04-22,V023,doubles,T0031,T0105,2,2,T0031,T0105,home,14,296.65,0,Windy,1227
B002132,2024-08-26,V002,triples,T0009,T0169,3,3,T0009,T0169,home,14,50.33,0,Breezy,1119
B002133,2024-04-01,V005,singles,T0013,T0075,1,1,T0013,T0075,home,8,179.3,0,Moonless,1189
B002134,2024-04-18,V012,triples,T0030,T0084,3,3,T0084,T0030,away,11,187.7,0,Thunderstorm,1014
B002135,2026-01-28,V035,doubles,T0121,T0138,2,2,T0121,T0138,home,13,50.19,0,Hail,369
B002136,2025-02-07,V005,doubles,T0089,T0107,2,2,T0089,T0107,home,12,47.89,0,Moonless,997
B002137,2025-09-30,V035,doubles,T0124,T0128,2,2,T0128,T0124,away,12,14.0,0,Hail,400
B002138,2025-01-14,V046,singles,T0110,T0086,1,2,T0086,T0110,away,13,874.03,0,Sandstorm,538
B002139,2024-08-26,V024,triples,T0080,T0031,3,3,T0080,T0031,home,9,135.82,0,Windy,881
B002140,2025-10-02,V036,singles,T0143,T0113,1,2,T0113,T0143,away,4,529.14,0,Hail,669
B002141,2024-04-16,V005,doubles,T0175,T0080,2,2,T0080,T0175,away,9,36.21,0,Moonless,848
B002142,2024-07-26,V034,doubles,T0051,T0087,2,2,T0087,T0051,away,11,73.18,0,Hail,1664
B002143,2024-06-06,V007,singles,T0143,T0138,1,1,T0143,T0138,home,10,131.4,0,High Winds,1477
B002144,2025-03-14,V044,singles,T0006,T0121,1,1,T0121,T0006,away,8,147.33,0,Odd Aura,1151
B002145,2025-06-20,V010,singles,T0014,T0143,1,1,T0143,T0014,away,15,155.66,0,Thunderstorm,304
B002146,2024-01-28,V019,doubles,T0068,T0172,2,2,T0172,T0068,away,18,9.32,1,Harsh Sun,985
B002147,2024-04-30,V009,singles,T0060,T0032,1,1,T0032,T0060,away,12,324.4,0,High Winds,2289
B002148,2025-10-17,V045,doubles,T0033,T0118,2,2,T0118,T0033,away,10,123.25,0,Odd Aura,392
B002149,2026-01-26,V045,doubles,T0017,T0043,2,2,T0017,T0043,home,12,333.94,0,Odd Aura,487
B002150,2025-06-26,V043,triples,T0105,T0091,3,3,T0091,T0105,away,19,259.17,0,Odd Aura,667
B002151,2024-12-26,V024,triples,T0091,T0001,3,3,T0001,T0091,away,15,298.94,0,Windy,1175
B002152,2024-03-19,V054,triples,T0094,T0009,3,3,T0009,T0094,away,24,64.15,1,Rain,462
B002153,2024-11-17,V042,triples,T0105,T0176,3,3,T0105,T0176,home,12,157.44,0,Smog,562
B002154,2025-06-06,V022,doubles,T0164,T0081,2,2,T0081,T0164,away,13,10.31,0,Windy,974
B002155,2024-07-02,V028,doubles,T0031,T0077,2,3,T0077,T0031,away,12,654.55,0,Sunny,929
B002156,2024-05-26,V022,doubles,T0049,T0031,2,2,T0031,T0049,away,11,36.75,0,Windy,1040
B002157,2024-03-18,V047,doubles,T0050,T0106,2,2,T0106,T0050,away,16,14.52,1,Sandstorm,307
B002158,2024-11-27,V051,doubles,T0141,T0110,2,2,T0141,T0110,home,10,69.56,0,Overcast,416
B002159,2024-10-08,V003,doubles,T0080,T0159,2,2,T0159,T0080,away,12,26.99,0,Breezy,452
B002160,2026-02-12,V035,triples,T0026,T0104,3,3,T0104,T0026,away,22,71.07,1,Hail,374
B002161,2025-01-20,V030,doubles,T0119,T0160,2,2,T0119,T0160,home,14,116.14,0,Sunny,736
B002162,2024-07-12,V047,doubles,T0017,T0031,2,2,T0031,T0017,away,10,207.34,0,Sandstorm,367
B002163,2026-03-30,V004,singles,T0036,T0149,1,2,T0149,T0036,away,8,512.52,0,Moonless,688
B002164,2026-02-26,V038,triples,T0068,T0102,3,3,T0068,T0102,home,24,181.1,1,Clear,895
B002165,2025-09-10,V034,singles,T0118,T0162,1,1,T0118,T0162,home,8,69.68,0,Hail,1453
B002166,2026-02-28,V013,singles,T0175,T0060,1,2,T0060,T0175,away,9,426.75,0,Glittering,1487
B002167,2024-08-19,V003,doubles,T0033,T0052,2,2,T0033,T0052,home,19,335.05,0,Breezy,544
B002168,2024-06-18,V007,doubles,T0140,T0078,2,2,T0078,T0140,away,15,208.62,1,High Winds,1464
B002169,2024-03-01,V004,doubles,T0054,T0095,2,2,T0095,T0054,away,10,243.18,0,Moonless,631
B002170,2024-07-27,V048,singles,T0108,T0175,1,1,T0108,T0175,home,10,384.16,0,Sandstorm,2116
B002171,2024-06-10,V053,triples,T0103,T0073,3,3,T0103,T0073,home,12,125.79,0,Rain,543
B002172,2025-05-25,V006,doubles,T0063,T0014,2,1,T0063,T0014,home,11,485.19,0,Moonless,510
B002173,2026-01-28,V024,doubles,T0136,T0134,2,2,T0136,T0134,home,13,108.85,0,Windy,764
B002174,2025-10-28,V009,singles,T0161,T0176,1,1,T0176,T0161,away,11,186.66,0,High Winds,2102
B002175,2026-01-30,V034,triples,T0128,T0177,3,3,T0128,T0177,home,13,254.85,0,Hail,1198
B002176,2024-12-04,V033,singles,T0061,T0161,1,1,T0161,T0061,away,5,89.19,0,Dusty,1893
B002177,2024-10-05,V012,triples,T0155,T0152,3,3,T0155,T0152,home,13,151.39,0,Thunderstorm,1077
B002178,2024-12-12,V013,triples,T0155,T0075,3,3,T0155,T0075,home,8,347.16,0,Glittering,1465
B002179,2024-07-19,V004,singles,T0110,T0145,1,1,T0145,T0110,away,11,159.36,0,Moonless,786
B002180,2024-01-20,V004,doubles,T0165,T0150,2,2,T0150,T0165,away,13,357.81,0,Moonless,846
B002181,2024-11-27,V044,singles,T0048,T0072,1,1,T0048,T0072,home,12,190.37,0,Odd Aura,1341
B002182,2026-03-19,V023,doubles,T0058,T0005,2,2,T0005,T0058,away,15,64.03,0,Windy,1396
B002183,2024-02-16,V013,singles,T0133,T0020,1,2,T0020,T0133,away,15,138.66,0,Glittering,1673
B002184,2024-08-29,V047,doubles,T0095,T0104,2,2,T0095,T0104,home,8,411.24,0,Sandstorm,334
B002185,2024-09-30,V044,singles,T0048,T0162,1,1,T0048,T0162,home,6,278.73,0,Odd Aura,1321
B002186,2025-03-05,V037,doubles,T0079,T0081,2,2,T0079,T0081,home,12,59.36,0,Clear,1282
B002187,2024-12-30,V013,triples,T0169,T0020,3,3,T0020,T0169,away,13,483.46,0,Glittering,1560
B002188,2025-09-28,V022,doubles,T0164,T0152,2,2,T0152,T0164,away,17,164.14,1,Windy,1083
B002189,2025-08-26,V024,singles,T0055,T0050,1,1,T0050,T0055,away,11,3.24,0,Windy,715
B002190,2025-03-23,V009,triples,T0073,T0091,3,3,T0073,T0091,home,18,60.88,0,High Winds,2095
B002191,2024-08-06,V052,triples,T0143,T0041,3,3,T0041,T0143,away,19,281.37,0,Rain,475
B002192,2024-06-22,V021,doubles,T0143,T0122,2,2,T0122,T0143,away,10,249.7,0,Harsh Sun,280
B002193,2024-10-18,V010,triples,T0052,T0154,3,3,T0052,T0154,home,17,132.32,0,Thunderstorm,811
B002194,2025-12-31,V032,doubles,T0008,T0158,2,2,T0008,T0158,home,14,424.65,0,Dusty,1083
B002195,2024-04-01,V004,triples,T0018,T0049,3,3,T0018,T0049,home,24,44.05,1,Moonless,487
B002196,2025-12-16,V036,doubles,T0056,T0075,2,2,T0056,T0075,home,9,202.66,0,Hail,685
B002197,2024-01-25,V009,doubles,T0149,T0053,2,3,T0053,T0149,away,11,775.05,0,High Winds,1518
B002198,2025-01-16,V028,singles,T0026,T0013,1,1,T0013,T0026,away,4,161.69,0,Sunny,820
B002199,2025-10-13,V034,doubles,T0026,T0169,2,2,T0169,T0026,away,11,155.93,0,Hail,1378
B002200,2024-04-28,V008,doubles,T0177,T0093,2,2,T0093,T0177,away,10,323.06,0,High Winds,386
B002201,2024-05-30,V007,singles,T0178,T0114,1,1,T0178,T0114,home,12,252.99,0,High Winds,1358
B002202,2026-03-13,V018,singles,T0039,T0005,1,1,T0039,T0005,home,5,224.07,0,Clear,1467
B002203,2025-09-30,V050,doubles,T0025,T0023,2,2,T0023,T0025,away,14,7.49,0,Overcast,219
B002204,2025-05-24,V016,doubles,T0158,T0096,2,2,T0096,T0158,away,6,212.71,0,Clear,222
B002205,2025-08-04,V054,doubles,T0107,T0086,2,2,T0086,T0107,away,19,163.01,1,Rain,677
B002206,2024-12-22,V048,doubles,T0004,T0102,2,2,T0004,T0102,home,11,21.76,0,Sandstorm,2070
B002207,2024-06-21,V001,singles,T0150,T0003,1,1,T0003,T0150,away,10,18.0,0,Breezy,915
B002208,2024-12-27,V001,triples,T0072,T0163,3,3,T0163,T0072,away,15,302.17,0,Breezy,587
B002209,2024-11-24,V005,triples,T0071,T0164,3,3,T0164,T0071,away,14,39.0,0,Moonless,1114
B002210,2024-03-18,V043,doubles,T0066,T0124,2,2,T0066,T0124,home,13,79.07,0,Odd Aura,912
B002211,2026-01-26,V048,singles,T0119,T0145,1,1,T0119,T0145,home,10,110.43,0,Sandstorm,2270
B002212,2024-01-07,V005,triples,T0028,T0057,3,3,T0028,T0057,home,12,127.12,0,Moonless,1093
B002213,2024-03-11,V047,triples,T0134,T0171,3,3,T0134,T0171,home,22,112.7,1,Sandstorm,336
B002214,2024-04-24,V019,singles,T0059,T0098,1,1,T0059,T0098,home,10,49.72,0,Harsh Sun,1088
B002215,2024-12-20,V017,doubles,T0095,T0036,2,2,T0036,T0095,away,7,117.66,0,Clear,852
B002216,2024-03-03,V026,triples,T0137,T0058,3,3,T0058,T0137,away,15,179.49,0,Fog,548
B002217,2026-03-14,V044,singles,T0018,T0074,1,1,T0018,T0074,home,9,188.88,0,Odd Aura,1802
B002218,2024-05-02,V038,triples,T0071,T0157,3,3,T0071,T0157,home,18,131.89,0,Clear,894
B002219,2024-05-15,V030,triples,T0067,T0032,3,3,T0032,T0067,away,15,386.69,0,Sunny,801
B002220,2025-10-18,V004,singles,T0036,T0021,1,1,T0036,T0021,home,7,122.91,0,Moonless,856
B002221,2024-11-14,V011,singles,T0174,T0098,1,1,T0098,T0174,away,4,140.66,0,Thunderstorm,139
B002222,2024-05-18,V048,singles,T0056,T0101,1,1,T0101,T0056,away,6,67.89,0,Sandstorm,2039
B002223,2025-09-22,V024,doubles,T0109,T0030,2,2,T0109,T0030,home,11,146.5,0,Windy,914
B002224,2024-09-16,V022,singles,T0071,T0161,1,1,T0161,T0071,away,8,193.65,0,Windy,864
B002225,2024-01-14,V045,singles,T0141,T0040,1,1,T0040,T0141,away,6,316.74,0,Odd Aura,523
B002226,2025-08-14,V043,doubles,T0111,T0011,2,2,T0111,T0011,home,7,233.74,0,Odd Aura,803
B002227,2025-12-13,V016,singles,T0133,T0161,1,1,T0161,T0133,away,10,68.02,0,Clear,229
B002228,2025-11-26,V054,singles,T0156,T0149,1,1,T0149,T0156,away,9,61.46,0,Rain,589
B002229,2025-10-01,V045,doubles,T0044,T0025,2,3,T0025,T0044,away,14,836.64,0,Odd Aura,517
B002230,2024-11-13,V002,singles,T0058,T0113,1,2,T0113,T0058,away,16,755.22,0,Breezy,827
B002231,2024-06-09,V008,doubles,T0079,T0083,2,2,T0079,T0083,home,7,172.27,0,High Winds,228
B002232,2025-11-25,V004,singles,T0146,T0153,1,1,T0146,T0153,home,5,67.02,0,Moonless,640
B002233,2025-02-10,V020,doubles,T0178,T0072,2,2,T0178,T0072,home,10,373.3,0,Harsh Sun,1842
B002234,2025-10-07,V052,triples,T0134,T0132,3,3,T0134,T0132,home,11,50.7,0,Rain,622
B002235,2024-09-12,V047,doubles,T0031,T0037,2,2,T0031,T0037,home,16,216.32,0,Sandstorm,417
B002236,2024-10-21,V052,singles,T0115,T0146,1,1,T0146,T0115,away,12,161.5,0,Rain,671
B002237,2025-09-30,V004,doubles,T0022,T0044,2,2,T0022,T0044,home,12,119.97,0,Moonless,843
B002238,2024-08-24,V049,singles,T0017,T0166,1,1,T0166,T0017,away,6,286.47,0,Overcast,772
B002239,2025-06-18,V004,singles,T0036,T0147,1,1,T0147,T0036,away,13,170.48,0,Moonless,782
B002240,2025-11-23,V007,doubles,T0143,T0070,2,2,T0143,T0070,home,15,391.4,0,High Winds,1310
B002241,2025-05-17,V051,singles,T0149,T0007,1,1,T0149,T0007,home,5,39.96,0,Overcast,517
